params,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_train_balanced_accuracy,mean_test_precision,std_test_precision,rank_test_precision,mean_train_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_train_recall,mean_test_f1,std_test_f1,rank_test_f1,mean_train_f1,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,mean_train_precision_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,mean_train_recall_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,mean_train_f1_macro,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.8236647917813912,0.004682168323655829,1,0.8793663750383258,0.8348375516321989,0.0036613932763838934,11,0.8912391015647281,0.9159460312797341,0.0033340242823585056,21,0.9583850942307324,0.7894108642322429,0.009016867470445361,9,0.8429626151993608,0.8479464935751311,0.004836365765584925,6,0.8969740272113089,0.816379306106046,0.0038350797820602494,11,0.8709905269993667,0.8348375516321989,0.0036613932763838934,11,0.8912391015647281,0.8190373789866786,0.004475798401706636,1,0.8757363540045159,0.9074308569084483,0.002845999239144546,1,0.9478158538022464
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.8235322342060318,0.004007262973545915,2,0.8795432396298588,0.8343145507114155,0.003671283929454211,12,0.8912826810468261,0.9146984155505349,0.004152209504261777,22,0.9580840692535076,0.7904754742384584,0.007116799372206752,6,0.8435481746272977,0.848035228854477,0.003936954794604282,5,0.8971734033803113,0.8160038895693331,0.00360798587276985,12,0.8711119241437576,0.8343145507114155,0.003671283929454211,12,0.8912826810468261,0.8188126653361716,0.003931896345054861,2,0.8758944430299213,0.9072247825905894,0.00294395568070041,3,0.9478076333841677
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.8232669626682603,0.0057004837787682045,3,0.878824718100119,0.8340787725236218,0.005089441587141331,13,0.8906249585424103,0.9146024665513043,0.005169720877260394,23,0.9577693608072062,0.7901207386059445,0.009863298215671688,7,0.8426432051228527,0.8477697872615693,0.005621584507728393,7,0.8965242182553386,0.8158004883601533,0.005047746251822843,13,0.8704274004532444,0.8340787725236218,0.005089441587141331,13,0.8906249585424103,0.8185500881759415,0.005581100732909493,3,0.8751722078939734,0.9072091146240622,0.0030375313991701804,4,0.9473583144438269
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.8229132738006921,0.005206714886892073,4,0.8786699572292365,0.8337717997301232,0.0048255793023224795,14,0.890523893845091,0.9144790608201276,0.005277956228453787,24,0.9578309267619973,0.7896239575546723,0.008917435703983912,8,0.8423238123628103,0.8474366321721176,0.005071005691553408,8,0.896370200893476,0.8154734727629762,0.004727473438467621,14,0.8702971904151309,0.8337717997301232,0.0048255793023224795,14,0.890523893845091,0.8182022507760827,0.005127200354956571,4,0.8750236145731669,0.9072789267830114,0.003020068302911808,2,0.9473862379611269
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.822559496965407,0.004399600460422048,5,0.8791452895637507,0.832955171278258,0.004099479311130215,15,0.890905413961168,0.9128479347000518,0.004486025129297328,26,0.9578671303773444,0.7906884415894273,0.0074977807423013175,5,0.8430868010185104,0.8473591885946063,0.004270420975193549,9,0.8968176212239045,0.814845500740464,0.004015319548432887,15,0.8707281422639287,0.832955171278258,0.004099479311130215,15,0.890905413961168,0.8177385907748755,0.004337510274319701,5,0.8754925365823805,0.9067841474856975,0.003059670197108033,6,0.9477350503628479
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': None}",0.8217636237069479,0.0050286469139933475,8,0.878283066660806,0.8323626745402188,0.00467659644477301,16,0.8900340025728652,0.9128651458165613,0.005122987902877703,25,0.9572290437284412,0.789268844007777,0.008588551175974695,10,0.8422528542100325,0.8465413359085703,0.004897663672900029,10,0.8960661624702514,0.8142049007939531,0.004564345122521682,16,0.8698759070798319,0.8323626745402188,0.00467659644477301,16,0.8900340025728652,0.8169791923876776,0.004958722625758846,6,0.8746119115211413,0.9069325528740299,0.003118023436540438,5,0.9472544156685989
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8191104196196941,0.004470999955796263,11,0.8504156601705055,0.8394917031038294,0.003642221932469557,2,0.8717992717817017,0.9415301862746398,0.0017241009549409585,15,0.9691745343130215,0.7566190066243351,0.007244384301408891,11,0.7848498983586446,0.8389885499454461,0.0046221888830743395,11,0.8673196895284155,0.8189872028855145,0.0034173563406260554,2,0.8493525979246396,0.8394917031038294,0.003642221932469557,2,0.8717992717817017,0.816305328783544,0.004338983280469392,7,0.8479457693959034,0.9031731664030225,0.0032016592361820227,13,0.9312137636289497
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8189335458633377,0.004783165134955302,12,0.8501945698080247,0.8397201304690194,0.0038976861256129376,1,0.8716391745467622,0.9427573031423189,0.0013359264361163714,11,0.9692209391445028,0.7551995098198533,0.007592410427024015,14,0.7844417445451087,0.8386004919556707,0.004944104848778015,12,0.8670857350016563,0.8192025682465521,0.003628227957711226,1,0.8492039691333602,0.8397201304690194,0.0038976861256129376,1,0.8716391745467622,0.8161990892155048,0.004647499980277609,8,0.8477328595706639,0.9035757863830559,0.0033148836509994135,8,0.9310038899321679
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': None}",0.8223381995119551,0.004839861636426476,6,0.9143526655014632,0.8266426718408313,0.0034004383511695266,27,0.9222014929229815,0.8956224709001187,0.0028647123043380753,27,0.9697533659508719,0.8091425047107028,0.010215816530825927,1,0.8902867442960666,0.8501429521726965,0.005059874626574883,1,0.9283219891069265,0.8119097906623487,0.004169060729416447,17,0.9050465614778455,0.8266426718408313,0.0034004383511695266,27,0.9222014929229815,0.8159848999545393,0.004506774093677482,9,0.9109710533961046,0.9041630825855183,0.002816152397611945,7,0.9662097086573519
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8187567796230798,0.005531032384043472,13,0.846325631741346,0.8393004892939508,0.004552045244733287,3,0.8670640041254527,0.9418129234269268,0.0030649417680734953,13,0.9637761038513499,0.7557674395519649,0.009191950636428067,12,0.7827383301348247,0.8385615682440349,0.005743028254308569,13,0.8638717724632252,0.8188300856375369,0.004250421558430966,3,0.8449161727893341,0.8393004892939508,0.004552045244733287,3,0.8670640041254527,0.8159776588351504,0.005369705841788794,10,0.8437287571109584,0.9035617652499497,0.0031622416881503653,9,0.9279499060484124
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': None}",0.8219844519992423,0.00478722888381589,7,0.9140763130879088,0.8262662078615189,0.003003960214508912,28,0.9219275999707218,0.89532169291109,0.0030825103781022176,28,0.9695748233660488,0.8088587162046915,0.011084560294574082,2,0.8900028235284042,0.8498386951937613,0.005176169288603666,2,0.9280858693227877,0.8115746556418758,0.003980243588969053,18,0.9047654793596868,0.8262662078615189,0.003003960214508912,28,0.9219275999707218,0.8156167988563239,0.004363703589061415,11,0.9106867048406009,0.9034780943980995,0.002744890834717686,10,0.9660790677158027
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8180935128109341,0.005298790597294327,14,0.84597189217148,0.838860796778414,0.004291074962908875,4,0.8668495286709399,0.9420586181553411,0.0034020910557355753,12,0.963993321622478,0.7544189150682777,0.009263343541599038,18,0.7819575590433226,0.8378235656806611,0.005576046193266028,14,0.8634847761145164,0.818424932154918,0.003994206036507683,4,0.8447023545602305,0.838860796778414,0.004291074962908875,4,0.8668495286709399,0.8153497271140158,0.005125919985101987,12,0.8433943693620961,0.9032961980507617,0.003076109370582544,11,0.9277762182839979
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8178282803699257,0.004665585366640178,15,0.8464914411121189,0.8382312216414967,0.0036424224111365746,7,0.8672202589822486,0.940614287816451,0.002535820676446805,18,0.9638696162040692,0.7552705829178163,0.008366701511243206,13,0.7829335292045968,0.8377837382936303,0.004953750029228455,15,0.8640291081696185,0.8178208030782814,0.00340881156423682,7,0.8450627171593137,0.8382312216414967,0.0036424224111365746,7,0.8672202589822486,0.8150202072323707,0.004490639838071485,13,0.8438940439342861,0.9029745143539614,0.0031727748527579343,18,0.9277328107992346
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8177839250921657,0.0055816026122824805,16,0.837913461071173,0.8383575733053352,0.004814879776805851,6,0.858460382709184,0.9411408892689741,0.00305413574531834,16,0.956676586624152,0.7547026531857048,0.008438072237742787,16,0.7749131106990002,0.8376493211168409,0.0056567156732972666,16,0.8562436839840265,0.8179295319892708,0.0045069103589394765,6,0.8368271661066385,0.8383575733053352,0.004814879776805851,6,0.858460382709184,0.8150072995771976,0.005459546938624044,14,0.8352316411711239,0.9031605044431531,0.0030352072210686957,14,0.921599820423831
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8176955370849415,0.004493546631971428,17,0.8381234711623765,0.8384022122145808,0.0035896181815799964,5,0.8586868707471151,0.9415416161183947,0.003096880059465398,14,0.956887778423028,0.7542056957743881,0.008134985726665352,19,0.7750728015692371,0.837494708172225,0.00476735232723419,17,0.8564348978077974,0.8179834501685539,0.003349202443012571,5,0.837024758242741,0.8384022122145808,0.0035896181815799964,5,0.8586868707471151,0.8149395453255505,0.004333686952961526,15,0.8354458577473093,0.9030711761806085,0.0030263281964278085,15,0.9217759030308879
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8176071002067633,0.005560225490870853,18,0.8382671847553453,0.8382157294409138,0.004370055574098769,8,0.8587963418092086,0.9411249319484108,0.0019504976264323754,17,0.9568845854398808,0.7544189654568619,0.009469162594276163,17,0.7753211637621916,0.837458028683356,0.0058487958767435835,18,0.8565800162565915,0.8178118803457721,0.004082022307643195,8,0.8371383372712563,0.8382157294409138,0.004370055574098769,8,0.8587963418092086,0.8148355793744326,0.00536899026434235,16,0.8355846335185433,0.9032015892460098,0.0030527494882208106,12,0.9214642865561302
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8173860666564625,0.0055866377457325575,19,0.8381013753845729,0.8378067932688322,0.004662917109500484,9,0.8585996058900476,0.9403164912223321,0.002747572043296611,20,0.9566513725945949,0.754773701089376,0.008891362613448542,15,0.7752501694022589,0.8373619786805083,0.005738210181300805,19,0.856443340113524,0.8174187428079376,0.00437593850296824,9,0.8369542807904089,0.8378067932688322,0.004662917109500484,9,0.8585996058900476,0.8145807462646484,0.005436669589934246,17,0.8354126258830293,0.9030451730163351,0.0030738179527502276,16,0.9213928361285877
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': None}",0.8206137879035789,0.005464904826976385,9,0.9216483871823519,0.8246335913989578,0.003940609997322868,29,0.9308812936513717,0.893618008010258,0.002489781680029102,29,0.9790562162601635,0.8082908116668721,0.010832600833835655,4,0.8933387839269702,0.8487688410962729,0.00561611598482679,3,0.9342352102105973,0.8101027082228354,0.004813301247241211,19,0.9125471443360066,0.8246335913989578,0.003940609997322868,29,0.9308812936513717,0.8141534206325872,0.005120832620530485,18,0.9186691411852712,0.901233980029321,0.0031373014424971707,19,0.9726565393496915
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8164133880609823,0.005401457917304593,20,0.8373938864690293,0.8371186335932373,0.004266354883440143,10,0.8581476191313039,0.940529953422917,0.003104944201503194,19,0.9569874181565163,0.7529279672514513,0.00961643614121226,20,0.7737597286264284,0.8362969335781625,0.0057338563727081845,20,0.8556716080522779,0.8167924733882179,0.003972802977142247,10,0.8365093522846667,0.8371186335932373,0.004266354883440143,10,0.8581476191313039,0.8136525350188222,0.005205549884628125,19,0.8347427599901849,0.90298675515463,0.0030428424054271637,17,0.9217477699378078
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': None}",0.8198178853225473,0.005311597816589733,10,0.921571007968887,0.8234391461648867,0.0035146956620588496,30,0.9308018066292771,0.8920142570237763,0.003356875497956738,30,0.9789988127796313,0.8087166203973493,0.011923826671463925,3,0.8932677864185891,0.8482603673859013,0.00566168779384553,4,0.9341698732111589,0.8092140773134403,0.0045692694562088085,24,0.9124692009334334,0.8234391461648867,0.0035146956620588496,30,0.9308018066292771,0.8132288538108398,0.004866793196423478,20,0.9185889767269145,0.9007862328801952,0.003167524727681775,20,0.9725303828769472
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.8047400622381371,0.004987627657589361,21,0.813074822142247,0.8290914757187344,0.004352919724069077,17,0.8378997743068366,0.9437558435702027,0.002865547152514809,8,0.9521867709268997,0.7300728140235461,0.00740549225010697,21,0.7369580993170448,0.8232561437595877,0.005136025554211284,21,0.8308418417184719,0.809617659105433,0.003963357698092143,20,0.8178928536892325,0.8290914757187344,0.004352919724069077,17,0.8378997743068366,0.8025679082869199,0.00488026404461409,21,0.8109847794968197,0.8944543995637055,0.003778350343821908,22,0.9035356707001693
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.8041654375621761,0.00635630131399957,22,0.8126436880842108,0.8287461975272009,0.005224656061109672,18,0.837507390998098,0.9440995265862432,0.0027700333378618963,7,0.951982846523874,0.7287958161350797,0.010233735434194372,22,0.7364078938146781,0.8225534939879466,0.0067509546898310985,22,0.8304171726165939,0.8093660221110197,0.004656899564495336,22,0.8175323691967211,0.8287461975272009,0.005224656061109672,18,0.837507390998098,0.8020285536294111,0.006174384673156962,22,0.8105586182991139,0.894431416273821,0.004122856710207821,24,0.9037650491925853
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.8038999607663981,0.005021533497492442,23,0.8110077115388753,0.8285567548441983,0.004311112207559884,21,0.8359511580565894,0.9441472552211645,0.0026842157531193097,6,0.950930331128197,0.7282990098895155,0.007594363252368777,23,0.7345269447036142,0.8222742215740568,0.005219631344891509,23,0.828830702175605,0.8091790844954152,0.003893501972888117,25,0.8160861126212315,0.8285567548441983,0.004311112207559884,21,0.8359511580565894,0.8017757775243428,0.004905493235489314,23,0.8089347060450411,0.8942363847351281,0.003597027785097046,26,0.9019638394251871
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.803767432513611,0.005880764213527219,24,0.8126326414172855,0.828565506587465,0.005045199847476597,20,0.8376721813553492,0.9445416069872274,0.003147079427583038,4,0.9526055730305416,0.727730828214483,0.008945463016870004,26,0.735857872496535,0.8220531337239401,0.006132966438587327,24,0.8303001375832381,0.8092264504306452,0.004540105392859974,23,0.8177241093160378,0.828565506587465,0.005045199847476597,20,0.8376721813553492,0.8016651454540245,0.005743533976039003,24,0.8105743362412602,0.894472546949426,0.003964417203236717,21,0.9038275121892525
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.8036789760870512,0.005828814286246668,25,0.8106207953089399,0.8284948413194293,0.004874866344052395,22,0.8357043955472093,0.9445222901374379,0.0019607970840483566,5,0.9511306333945789,0.72758908512723,0.008905764238780032,27,0.7337107960731798,0.8219581866790943,0.006113815838837583,25,0.8283815523534515,0.809159826152332,0.004348192520673124,26,0.8158922053355152,0.8284948413194293,0.004874866344052395,22,0.8357043955472093,0.8015804283626569,0.005679027131172,25,0.8085677057923775,0.8941944341181889,0.00377942928538582,27,0.9020008391333917
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.8032810199094402,0.005700872862522254,26,0.8114167033840035,0.8287313103369762,0.005139189351881996,19,0.8373095535197462,0.946455899721359,0.003516188086175861,1,0.95469608444294,0.7252470489295828,0.007868234422807551,29,0.7320249893598192,0.8211970558352439,0.00581276654275348,28,0.8286448211865546,0.8095062787228041,0.004641992739280218,21,0.8175651944841128,0.8287313103369762,0.005139189351881996,19,0.8373095535197462,0.8012807771042342,0.005609102300120664,26,0.8094862065748811,0.8944432681685738,0.003810630733493658,23,0.9046957534160068
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.8032809319417231,0.005175613196304236,27,0.811228795180486,0.8278745564484209,0.004467220029158252,25,0.8360708082872998,0.9434150749789397,0.0023659718779585927,9,0.9507476645853373,0.7278728232446571,0.0075817974741795935,25,0.7350593756412995,0.8217274243175481,0.005343909252212754,27,0.8290985611074723,0.8085294306127082,0.004036214243941303,29,0.8161800576853313,0.8278745564484209,0.004467220029158252,25,0.8360708082872998,0.8011470374745503,0.00506095248602371,27,0.8091402487384046,0.8940616991692047,0.0037088425362808933,29,0.9019039746338656
